46755995,46509574,5841215,46,e23dd714ce8ce89b615e58ae1a7ecf5d29ae7a98576a3462cc86b40ffff
46512384,46434643,29581845,22,c5b343dd2ee219cc5861da9ffff
46482631,46361413,5841215,44,e23dd714ce8ce89b615e58ae1a7ecf5d29ae7a98576a3462cc86b40ffff
46728829,46714089,5841215,43,e23dd714ce8ce89b615e58ae1a7ecf5d29ae7a98576a3462cc86b40ffff
45203461,44901865,5841215,41,e23dd714ce8ce89b615e58ae1a7ecf5d29ae7a98576a3462cc86b40ffff
44234643,43937194,5841215,39,e23dd714ce8ce89b615e58ae1a7ecf5d29ae7a98576a3462cc86b40ffff
44592998,43657427,5841215,36,effff
42690529,42458836,5841215,31,effff
45964177,29347386,1752538,15,c5b49665c931cf5be8afb5efd797e90ffff
29347386,27022606,1752538,14,45b49665c931cf5be8afb5efd797e90ffff
46770973,27287418,1752538,10,f5b49665cc31c25be8afb5efd797e90ffff
27287418,23058886,1752538,9,c5b49665c931cf5be8afb5efd797e90ffff
23058886,20661677,1752538,8,15b49665c931cf5be8afb5efd797e90ffff
3346830,2860543,1752538,6,f5ffff
45805630,45530361,15947232,37,f339cced4b7e83158ac0ffff
46339049,45805630,15947232,38,f339cced4b7e83158ac0ffff
46852233,46339049,15947232,39,f339cced4b7e83158ac0ffff
38006534,37543602,960297,15,f0ffff
46972238,46877938,960297,14,c000000000555583c1b912e5bbcc813ea3bb8580ffff
40642851,38545537,36798140,4,4b53c5ffff
46877938,41701677,960297,13,000000000555583c1b912e5bbcf813ea3bb8580ffff
41701677,40784544,960297,12,00000000555583c1b912e5bbc0813ea3bb8580ffff
40784544,31689163,960297,11,0000000555583c1b912e5bbcf813ea3bb8580ffff
44830809,43537250,960297,10,000000555583c1b912e5bbc0813ea3bb8580ffff
43537250,38895691,960297,9,00000555583c1b912e5bbcf813ea3bb8580ffff
46510383,38542111,960297,8,0000555583c1b912e5bbcc813ea3bb8580ffff
38542111,5350946,960297,7,000555583c1b912e5bbcf813ea3bb8580ffff
5350946,3322431,960297,6,00555583c1b912e5bbc0813ea3bb8580ffff
35100963,33959692,960297,24,00ffff
35466447,17721602,960297,22,00ffff
17721602,9158717,960297,21,00000005555555555555583c1b912e5bbcf813ea3bb8580c0ba81ffff
37497541,28267068,960297,26,00ffff
46704472,46272003,36480886,22,26338b73951e58ac0ffff
46272003,46167335,36480886,21,06338b73951e58ac0ffff
46167335,45879121,36480886,20,06338b73951e58ac0ffff
45879121,45619236,36480886,19,06338b73951e58ac0ffff
46030202,45545196,36480886,18,06338b73951e58ac0ffff
45545196,44554881,36480886,17,06338b73951e58ac0ffff
44554881,44313830,36480886,16,06338b73951e58ac0ffff
46239091,45356984,36480886,15,06338b73951e58ac0ffff
45356984,43358949,36480886,14,06338b73951e58ac0ffff
43358949,43159546,36480886,13,06338b73951e58ac0ffff
45590861,43208741,36480886,12,06338b73951e58ac0ffff
45798834,41273848,36480886,11,06338b73951e58ac0ffff
41273848,41120056,36480886,10,06338b73951e58ac0ffff
45606671,45161020,36480886,9,06338b73951e58ac0ffff
45161020,41395377,36480886,8,06338b73951e58ac0ffff
42083531,41223122,36480886,6,06338b73951e58ac0ffff
41223122,37432710,36480886,5,06338b73951e58ac0ffff
37432710,37354200,36480886,4,06338b73951e58ac0b7ec0d0ffff
46576345,45248989,36480886,22,06338b73951e58ac0ffff
46850255,44867604,36480886,21,06338b73951e58ac0ffff
44867604,44664324,36480886,20,06338b73951e58ac0ffff
46256653,44466747,36480886,19,06338b73951e58ac0ffff
44466747,44170840,36480886,18,06338b73951e58ac0ffff
44170840,43952784,36480886,17,06338b73951e58ac0ffff
44205204,43874959,36480886,16,06338b73951e58ac0ffff
43874959,43608069,36480886,15,06338b73951e58ac0ffff
44222741,42377247,36480886,12,06338b73951e58ac0ffff
42377247,41908259,36480886,11,06338b73951e58ac0ffff
45521983,45123343,36480886,10,06338b73951e58ac0ffff
45123343,41405970,36480886,9,06338b73951e58ac0ffff
46160850,45398307,36480886,8,06338b73951e58ac0ffff
45398307,40880859,36480886,7,06338b73951e58ac0ffff
40880859,40782811,36480886,6,06338b73951e58ac0ffff
38688469,38148482,36480886,4,06338b73951e58ac0ffff
45636388,36719090,36480886,3,06338b73951e58ac0ffff
45089601,44170546,15947232,76,f339cced4b7e83158ac0ffff
46650468,45089601,15947232,77,f339cced4b7e83158ac0ffff
46851187,45465146,36480886,10,26338b73951e58ac0ffff
45465146,44930053,36480886,9,06338b73951e58ac0ffff
44930053,44779196,36480886,8,06338b73951e58ac0ffff
44779196,38320763,36480886,7,06338b73951e58ac0ffff
45649582,38284110,36480886,6,06338b73951e58ac0ffff
38284110,37977925,36480886,5,06338b73951e58ac0ffff
44686376,40566283,36480886,3,06338b73951e58ac0ffff
46617140,46058544,15947232,79,f339cced4b7e83158ac0ffff
46627298,46617140,15947232,80,f339cced4b7e83158ac0ffff
46876694,46773978,46254504,4,3185ed93d1b7587c8174e41a8f791a46cbe9e0fdb20fb3fbff70fd1f25f62f48f01f17f14f5ef29f90f14fe8fb7f0cf23fdafe2ffff
46773978,46739568,46254504,3,3185ed93d1b7587cb174e41a8f791a46cbe9e0fdb20fb3fbff70fd1f25f62f48f01f17f14f5ef29f90f14fe8fb7f0cf23fdafe2ffff
46821173,46313953,32443415,41,06de4be7958b15ded3a5cffff
46313953,46281296,32443415,40,06de4be7958b15ded3a5cffff
46320687,45571949,16007190,41,fb49158a75ebbb9c7fa7a0ffff
46614805,45967229,16007190,40,fb49158a75ebbb9c7fa7a0ffff
45967229,45217028,16007190,39,fb49158a75ebbb9c7fa7a0ffff
45217028,43704626,16007190,38,fb49158a75ebbb9c7fa7a0ffff
46240570,44961970,16007190,37,fb49158a75ebbb9c7fa7a0ffff
46565228,45421330,16007190,36,fb49158a75ebbb9c7fa7a0ffff
45421330,45076229,16007190,35,fb49158a75ebbb9c7fa7a0ffff
45524751,44028595,16007190,34,fb49158a75ebbb9c7fa7a0ffff
44028595,42776292,16007190,33,fb49158a75ebbb9c7fa7a0ffff
45946987,43548141,16007190,32,fb49158a75ebbb9c7fa7a0ffff
46766342,46363612,16007190,31,fb49158a75ebbb9c7fa7a0ffff
46363612,46061153,16007190,30,fb49158a75ebbb9c7fa7a0ffff
46370808,45248936,16007190,29,fb49158a75ebbb9c7fa7a0ffff
45248936,45235324,16007190,28,fb49158a75ebbb9c7fa7a0ffff
46590040,45631532,16007190,27,fb49158a75ebbb9c7fa7a0ffff
46789370,44573902,16007190,26,fb49158a75ebbb9c7fa7a0ffff
44573902,40615187,16007190,25,fb49158a75ebbb9c7fa7a0ffff
46933892,46869251,16007190,24,fb49158a75ebbb9c7fa7a0ffff
46869251,46510944,16007190,23,fb49158a75ebbb9c7fa7a0ffff
46510944,43601642,16007190,22,fb49158a75ebbb9c7fa7a0ffff
43601642,43435659,16007190,21,fb49158a75ebbb9c7fa7a0ffff
45590912,44098935,16007190,20,fb49158a75ebbb9c7fa7a0ffff
28266388,27601638,24226712,6,2ffff
46681346,46036759,16007190,19,fb49158a75ebbb9c7fa7a0ffff
46036759,43889498,16007190,18,fb49158a75ebbb9c7fa7a0ffff
43889498,42424750,16007190,17,fb49158a75ebbb9c7fa7a0ffff
46094904,46094385,16007190,16,fb49158a75ebbb9c7fa7a0ffff
46094385,45419161,16007190,15,fb49158a75ebbb9c7fa7a0ffff
46057598,46056400,5753510,13,f46d2e3832c167aa1cf915bb8aec0ffff
46878487,46845524,5753510,12,f46d2e3832c167aa1cf915bb8aec0ffff
46867028,44018519,16007190,12,fb49158a75ebbb9c7fa7a0ffff
46845524,45045531,5753510,11,f46d2e3832c167aa1cf915bb8aec0ffff
44018519,43204334,16007190,11,fb49158a75ebbb9c7fa7a0ffff
45045531,45011094,5753510,10,f46d2e3832c167aa1cf915bb8aec0ffff
46024044,44702179,5753510,9,f46d2e3832c167aa1cf915bb8aec0ffff
46371583,44106719,43808993,3,4c077245ffff
44702179,43411655,5753510,8,f46d2e3832c167aa1cf915bb8aec0ffff
46877707,45505255,5753510,8,f46d2e383ffff
46151997,45043707,16007190,7,fb49158a75ebbb9c7fa7a0ffff
46363244,44840888,5753510,6,f46d2e3832c167aa1cf915bb8aec0ffff
18633142,7452752,5753510,6,f4ffff
46600989,46357443,16007190,5,fb49158a75ebbb9c7fa7a0ffff
45966288,24395195,5753510,4,f46d2e3832c1ffff
44043667,43623539,5753510,5,f46d2e3832c167aa1cf915bffff
46357443,45001532,16007190,4,fb49158a75ebbb9c7fa7a0ffff
17452181,17345226,16007190,5,fb4915ffff
45001532,43967983,16007190,3,fb49158a75ebbb9c7fa7a0ffff
46320203,46249090,27446718,37,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46620345,46399147,27446718,39,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46888065,46620345,27446718,40,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46909189,46768670,27446718,43,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
31570672,11112412,9902754,8,fb769735d8e61eeeaffff
46945935,46909189,27446718,44,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46955874,46945935,27446718,45,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46045417,45569480,27446718,46,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46881518,46045417,27446718,47,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46016499,45989608,27446718,49,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46849127,46542465,27446718,53,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46878471,46849127,27446718,54,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
46947034,46878471,27446718,55,652db91e3beb55d8a9ba75ae92fc8b11ac0ffff
32434523,31703102,5415405,9,fb535bcf6a5db91585ae1ac0ffff
46943457,32434523,5415405,10,fb535bcf6a5db91585ae1ac0ffff
45993700,45546082,5415405,11,fb535bcf6a5db91585ae1ac0ffff
46970590,46615224,5415405,13,fb535bcffff
35934726,26042284,20635995,4,feffff
46447920,46363470,38567805,16,7582ed94149e6899c387566681bafadd898382419c730ffff
46828597,46463763,38567805,17,5582ed94149e9ffff
45025234,45010014,38567805,13,b582ed94149e6899c387566681bafadd898382419c730ffff
43879081,42440077,38567805,8,f58ffff
44259599,43990238,38567805,6,7ffff
45659145,43716227,38567805,5,7ffff
43716227,43541928,38567805,4,b582ed94149e6899cb87565ffff
45063724,44649850,38567805,3,dffff
37285420,36811135,35860646,3,f566ade4899db5864c91affff
43502061,42685580,21379747,32,06734812cfbe3e7edad977158ebb8a776beec0ffff
46132476,37400748,21379747,31,06734812cfbe3e7edad977158ebb8a776beec0ffff
37400748,35872882,21379747,30,06734812cfbe3e7edad977158ebb8a776beec0ffff
44403310,43639609,21379747,29,06734812cfbe3e7edad977158ebb8a776beec0ffff
43639609,35348079,21379747,28,06734812cfbe3e7edad977158ebb8a776beec0ffff
35348079,34854204,21379747,27,06734812cfbe3e7edad977158ebb8a776beec0ffff
44350960,43856981,21379747,26,06734812cfbe3e7edad977158ebb8a776beec0ffff
43856981,42161982,21379747,25,06734812cfbe3e7edad977158ebb8a776beec0ffff
45219880,43376097,21379747,24,06734812cfbe3e7edad977158ebb8a776beec0ffff
43376097,39075553,21379747,23,06734812cfbe3e7edad977158ebb8a776beec0ffff
44879533,40956060,21379747,22,06734812cfbe3e7edad977158ebb8a776beec0ffff
46358912,43581072,21379747,20,06734812cfbe3e7edad977158ebb8a776beec0ffff
46232542,45325437,21379747,21,06734812cfbe3e7edad977158ebb8a776beec0ffff
43581072,40721250,21379747,19,06734812cfbe3e7edad977158ebb8a776beec0ffff
45325437,35654082,21379747,20,06734812cfbe3e7edad977158ebb8a776beec0ffff
43714458,38352619,21379747,18,06734812cfbe3e7edad977158ebb8a776beec0ffff
35654082,29548849,21379747,19,06734812cfbe3e7edad977158ebb8a776beec0ffff
38352619,37017450,21379747,17,06734812cfbe3e7edad977158ebb8a776beec0ffff
41887393,33893424,21379747,18,06734812cfbe3e7edad977158ebb8a776beec0ffff
46725870,30052366,21379747,16,f6734812cfbe3e7edad977158ebb8a776beec0ffff
33893424,29814329,21379747,17,06734812cfbe3e7edad977158ebb8a776beec0ffff
30052366,28226710,21379747,15,06734812cfbe3e7edad977158ebb8a776beec0ffff
37707795,33893424,21379747,18,06734812cfbe3e7edad97715ffff
43840386,28357776,21379747,12,06734812ffff
44060131,43630184,21379747,16,06734812cfbe3e7edad977158ebb8a776bffff
46780662,44060131,21379747,17,f6734812cfbe3e7edad977158ebb8a776bffff
46097478,43630184,21379747,16,f6734812cfbe3e7edad977158ebb8a776bffff
44387955,43580317,21379747,14,06734812cfbe3e7edad977158ebb8a776bffff
45257201,40951900,21379747,9,067ffff
43139229,43036491,21379747,12,06734812cfbe3e7edad977158ebb8a776bffff
41038679,29989746,21379747,9,067ffff
39250079,38162564,21379747,10,06734812cfbe3e7edad977158ebb8a776bffff
43754808,43412259,21379747,12,06734812cfbe3e7edad977158ebb8a776bffff
46902192,46150634,21379747,14,f6ffff
36724251,36360394,33291922,3,f3b91ee858a6e6e42fd2beca380ffff
45011086,36724251,33291922,4,f3b91ee858a6e6e42fd2beca380ffff
42821465,35933996,33291922,5,f3b91ee858a6e6e42fd2beca380ffff
38812342,37149737,33291922,6,f3b91ee858a6e6e42fd2beca380ffff
43604774,38812342,33291922,7,f3b91ee858a6e6e42fd2beca380ffff
40036352,39218054,33291922,8,f3b91ee858a6e6e42fd2beca380ffff
40421734,40036352,33291922,9,f3b91ee858a6e6e42fd2beca380ffff
45063320,40421734,33291922,10,f3b91ee858a6e6e42fd2beca380ffff
42043521,40726143,33291922,11,f3b91ee858a6e6e42fd2beca380ffff
45246649,42043521,33291922,12,f3b91ee858a6e6e42fd2beca380ffff
43812057,42082334,33291922,13,f3b91ee858a6e6e42fd2beca380ffff
42362241,42117365,33291922,14,f3b91ee858a6e6e42fd2beca380ffff
45566940,42362241,33291922,15,f3b91ee858a6e6e42fd2beca380ffff
42484134,42440626,33291922,16,f3b91ee858a6e6e42fd2beca380ffff
44552551,42484134,33291922,17,f3b91ee858a6e6e42fd2beca380ffff
42908809,42524308,33291922,18,f3b91ee858a6e6e42fd2beca380ffff
45360402,42908809,33291922,19,f3b91ee858a6e6e42fd2beca380ffff
43620205,43470573,33291922,20,f3b91ee858a6e6e42fd2beca380ffff
43837840,43620205,33291922,21,f3b91ee858a6e6e42fd2beca380ffff
44193290,43837840,33291922,22,f3b91ee858a6e6e42fd2beca380ffff
46484343,44193290,33291922,23,f3b91ee858a6e6e42fd2beca380ffff
46393982,44285898,33291922,24,f3b91ee858a6e6e42fd2beca380ffff
45606768,44512703,33291922,25,f3b91ee858a6e6e42fd2beca380ffff
46034597,45606768,33291922,26,f3b91ee858a6e6e42fd2beca380ffff
46092141,46034597,33291922,27,f3b91ee858a6e6e42fd2beca380ffff
46286272,46092141,33291922,28,f3b91ee858a6e6e42fd2beca380ffff
46323184,46286272,33291922,29,f3b91ee858a6e6e42fd2beca380ffff
46750343,46323184,33291922,30,f3b91ee858a6e6e42fd2beca380ffff
46541563,46243478,2188241,110,65ea968581d5d6affff
44974264,42769484,32316938,27,fbdabffff
46223373,45402192,2188241,95,6ffff
46880480,46694990,1799072,137,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46762112,46750167,1799072,135,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46863647,46786038,1799072,134,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46846578,46772668,1799072,132,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46642466,46327785,1799072,130,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46327785,45989378,1799072,129,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46537315,46263420,1799072,129,fe49ffff
46191524,44357636,1799072,127,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46263420,46191524,1799072,128,fe496b593355158b6ea83193d7cf1a528cfb3d118817ffff
46327329,46021530,1799072,126,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46595681,46016970,1799072,124,fe496b593355158b6ea83193d7cf1a528ffff
45721779,45202410,1799072,122,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
45437905,43952419,1799072,121,feffff
44229751,43767566,1799072,119,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
40600968,40382099,31729590,3,fc00ffff
46943471,42167817,1799072,116,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
45385089,44440967,1799072,118,feffff
46945219,46767860,1799072,116,fe496b593355158b6ea83193d7cf1a528cfb3d11881740ffff
46095907,45094043,293574,49,f32c1915ee87afaa5da13c28d31e430ffff
40190320,40020099,1799072,115,feffff
